Санкт-Петербург, посёлок Лисий Нос, улица Морские Дубки, дом 29, литера А;30405
Санкт-Петербург, посёлок Лисий Нос, улица Морские Дубки, дом 34, литера А;61910
Санкт-Петербург, посёлок Лисий Нос, улица Морские Дубки, дом 53, литера А;110997
Санкт-Петербург, посёлок Лисий Нос, Пограничная улица, дом 54, литера А;98498
Санкт-Петербург, посёлок Лисий Нос, Пограничная улица, дом 53, литера А;86457
Санкт-Петербург, посёлок Лисий Нос, улица Морские Дубки, дом 36, литера А;88765
Санкт-Петербург, посёлок Лисий Нос, Пограничная улица, дом 40, литера А;91562
Санкт-Петербург, посёлок Лисий Нос, улица Морские Дубки, дом 41, литера Б;6768
Санкт-Петербург, посёлок Лисий Нос, улица Морские Дубки, дом 32, литера А;19305
Санкт-Петербург, посёлок Песочный, Пограничная улица, дом 49, литера А;9395
Санкт-Петербург, посёлок Лисий Нос, Пограничная улица, дом 60, литера А;50977
Санкт-Петербург, посёлок Лисий Нос, улица Морские Дубки, дом 29, литера Б;54758
Санкт-Петербург, посёлок Лисий Нос, улица Морские Дубки, дом 30, литера А;56241
Санкт-Петербург, посёлок Лисий Нос, улица Морские Дубки, дом 39, литера А;99772
Санкт-Петербург, посёлок Лисий Нос, улица Морские Дубки, дом 31, литера А;127977
Санкт-Петербург, посёлок Лисий Нос, Пограничная улица, дом 56, литера А;110819
Санкт-Петербург, посёлок Лисий Нос, Пограничная улица, дом 30, литера А;91042
Санкт-Петербург, посёлок Песочный, Пограничная улица, дом 49, литера А;9395
['  лит.А'];Не найдено
Санкт-Петербург, посёлок Лисий Нос, улица Морские Дубки, дом 50, литера А;52261
Санкт-Петербург, посёлок Лисий Нос, улица Морские Дубки, дом 40, литера А;89492
Санкт-Петербург, посёлок Лисий Нос, Пограничная улица, дом 58, литера А;11308
Санкт-Петербург, посёлок Песочный, Пограничная улица, дом 61, литера А;60111
Санкт-Петербург, посёлок Песочный, Пограничная улица, дом 41, литера А;37112
['частично'];Не найдено
['Пельгорское  Шоссе'];Не найдено
['  1-12 линии.'];Не найдено
['Пельгорское  Шоссе'];Не найдено
['  1-12 линии.'];Не найдено
['ч/с'];Не найдено
[' д49'];Не найдено
[' д51'];Не найдено
[' д53'];Не найдено
[' д55'];Не найдено
[' д57'];Не найдено
[' д59'];Не найдено
[' д59к1'];Не найдено
[' д61'];Не найдено
[' д61к2'];Не найдено
г.Санкт-Петербург, Альпийский переулок, дом 5, корпус 1, литера А;16656
г.Санкт-Петербург, Альпийский переулок, дом 2, литера А;92336
['  к.1'];Не найдено
['  к.2'];Не найдено
"['Альпийский пер.   к.3; д. 11']";Не найдено
['  к.1'];Не найдено
г.Санкт-Петербург, Альпийский переулок, дом 2, литера А;92336
['  к.1'];Не найдено
г.Санкт-Петербург, Альпийский переулок, дом 2, литера А;92336
['  к.3.'];Не найдено
г.Санкт-Петербург, проспект Славы, дом 2, корпус 1, литера А;110386
['  к.1'];Не найдено
['  к.2.'];Не найдено
г.Санкт-Петербург, улица Одоевского, дом 24, корпус 2, литера А;67493
[nan];Не найдено
['  литер А'];Не найдено
['  )'];Не найдено
['Территория Красавица участок 1 (западнее д. 45  Территория Красавица д.11 '];Не найдено
['  лит. А'];Не найдено
['Территория Красавица участок 1 (западнее д. 45  Территория Красавица д.13 '];Не найдено
['  лит. А'];Не найдено
Санкт-Петербург, город Зеленогорск, территория Красавица, дом 14, литера А;126005
['  лит. А'];Не найдено
['Территория Красавица участок 1 (западнее д. 45  Территория Красавица д.15 '];Не найдено
['  лит. А'];Не найдено
['Территория Красавица участок 1 (западнее д. 45  Территория Красавица д.17 '];Не найдено
['  лит. А'];Не найдено
['Территория Красавица участок 1 (западнее д. 45  Территория Красавица д.26 '];Не найдено
['  лит. А'];Не найдено
['Территория Красавица участок 1 (западнее д. 45  Территория Красавица д.27 '];Не найдено
['  лит. А'];Не найдено
['Территория Красавица участок 1 (западнее д. 45  Территория Красавица д.28 '];Не найдено
['  лит. А'];Не найдено
[' Территория Красавица водозаборные скважины'];Не найдено
['  станции очистки'];Не найдено
['  насосная скважина'];Не найдено
Санкт-Петербург, муниципальный округ Коломяги, территория Большая Каменка, дом 8, литера А;179
Санкт-Петербург, город Красное Село, территория Дудергоф, Большая Горская улица, дом 9, литера А;130264
['  лит. А'];Не найдено
Санкт-Петербург, муниципальный округ Коломяги, территория Большая Каменка, дом 10, корпус 2, литера А;71145
['  лит. А'];Не найдено
Санкт-Петербург, муниципальный округ Коломяги, территория Большая Каменка, дом 16, литера А;36679
['  лит. А'];Не найдено
Санкт-Петербург, муниципальный округ Коломяги, территория Большая Каменка, дом 20, литера А;29377
Санкт-Петербург, муниципальный округ Коломяги, территория Большая Каменка, дом 12, литера А;35632
['  лит. А'];Не найдено
Санкт-Петербург, муниципальный округ Коломяги, территория Большая Каменка, дом 23, литера А;65496
Санкт-Петербург, город Красное Село, территория Дудергоф, Большая Горская улица, дом 3, литера А;8835
Санкт-Петербург, муниципальный округ Коломяги, территория Большая Каменка, дом 47, литера А;13969
[' территория Красавица'];Не найдено
Санкт-Петербург, город Колпино, Водопадная улица, дом 6, литера А;101855
[' 6Б'];Не найдено
['территория Красавица'];Не найдено
Санкт-Петербург, муниципальный округ Коломяги, территория Большая Каменка, дом 1, корпус 2, литера Д;94822
['  лит. А)'];Не найдено
[nan];Не найдено
['Санкт-Петербург'];Не найдено
['  71'];Не найдено
['  1 Санкт-Петербург'];Не найдено
['  51 Санкт-Петербург'];Не найдено
['  63 Санкт-Петербург'];Не найдено
['  67 Санкт-Петербург'];Не найдено
['  12'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  20'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  26'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  16 Санкт-Петербург'];Не найдено
['  3 Санкт-Петербург'];Не найдено
['  4 Санкт-Петербург'];Не найдено
['  5 Санкт-Петербург'];Не найдено
['  6 Санкт-Петербург'];Не найдено
['  22'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  4 Санкт-Петербург'];Не найдено
['  5 Санкт-Петербург'];Не найдено
['  6'];Не найдено
['  а'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  6'];Не найдено
['  а'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  8 Санкт-Петербург'];Не найдено
['  9 Санкт-Петербург'];Не найдено
['  11 Санкт-Петербург'];Не найдено
['  14 Санкт-Петербург'];Не найдено
['  15 Санкт-Петербург'];Не найдено
['  16'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  16'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  18'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  22'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  23 Санкт-Петербург'];Не найдено
['  25'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  26'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  34 Санкт-Петербург'];Не найдено
['  29'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  31'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  33'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  3 Санкт-Петербург'];Не найдено
['  71'];Не найдено
['  8 Санкт-Петербург'];Не найдено
['  6'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  9'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  11'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  22'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  25'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  28'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  28'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  59 Санкт-Петербург'];Не найдено
['  59 Санкт-Петербург'];Не найдено
['  63'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  69'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  75 Санкт-Петербург'];Не найдено
['  5'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  8'];Не найдено
['  Б Санкт-Петербург'];Не найдено
['  10'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  10'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  10'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  12 Санкт-Петербург'];Не найдено
['  12'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  2 Санкт-Петербург'];Не найдено
['  4'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  5'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  6'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  14'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  16 Санкт-Петербург'];Не найдено
['  16'];Не найдено
['  а'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  17 Санкт-Петербург'];Не найдено
['  17 Санкт-Петербург'];Не найдено
['  18 Санкт-Петербург'];Не найдено
['  19'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  25 Санкт-Петербург'];Не найдено
['  26 Санкт-Петербург'];Не найдено
['  30 Санкт-Петербург'];Не найдено
['  32'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  32'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  8'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  6'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  8 Санкт-Петербург'];Не найдено
['  10'];Не найдено
['  а'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  12 Санкт-Петербург'];Не найдено
['  12 Санкт-Петербург'];Не найдено
['  16'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  16'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  16'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  18 Санкт-Петербург'];Не найдено
['  18 Санкт-Петербург'];Не найдено
['  28'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  28'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  8'];Не найдено
['  Б Санкт-Петербург'];Не найдено
['  Ленинградское Шоссе'];Не найдено
['  10'];Не найдено
['  7 Санкт-Петербург'];Не найдено
['  Ленинградское Шоссе'];Не найдено
['  10'];Не найдено
['  5 Санкт-Петербург'];Не найдено
['  Ленинградское Шоссе'];Не найдено
['  10'];Не найдено
['  8 Санкт-Петербург'];Не найдено
['  Ленинградское Шоссе'];Не найдено
['  10'];Не найдено
['  2 Санкт-Петербург'];Не найдено
['  71'];Не найдено
['  2 Санкт-Петербург'];Не найдено
['  71'];Не найдено
['  3 Санкт-Петербург'];Не найдено
['  71'];Не найдено
['  4 Санкт-Петербург'];Не найдено
['  Ленинградское Шоссе'];Не найдено
['  8'];Не найдено
['  '];Не найдено
['  лит.А Санкт-Петербург'];Не найдено
['  13'];Не найдено
['  '];Не найдено
['  лит.Б Санкт-Петербург'];Не найдено
['  36'];Не найдено
['  '];Не найдено
['  лит.А Санкт-Петербург'];Не найдено
['  3 Санкт-Петербург'];Не найдено
['  6 Санкт-Петербург'];Не найдено
['  8 Санкт-Петербург'];Не найдено
['  10'];Не найдено
['  1 Санкт-Петербург'];Не найдено
['  10'];Не найдено
['  2 Санкт-Петербург'];Не найдено
['  12 Санкт-Петербург'];Не найдено
['  14 Санкт-Петербург'];Не найдено
['  15 Санкт-Петербург'];Не найдено
['  16 Санкт-Петербург'];Не найдено
['  17'];Не найдено
['  лит.А Санкт-Петербург'];Не найдено
['  20 Санкт-Петербург'];Не найдено
['  21 Санкт-Петербург'];Не найдено
['  22 Санкт-Петербург'];Не найдено
['  24 Санкт-Петербург'];Не найдено
['  25 Санкт-Петербург'];Не найдено
['  26 Санкт-Петербург'];Не найдено
['  71'];Не найдено
['  7 Санкт-Петербург'];Не найдено
['  73'];Не найдено
['  1 Санкт-Петербург'];Не найдено
['  73'];Не найдено
['  3 Санкт-Петербург'];Не найдено
['  73'];Не найдено
['  4 Санкт-Петербург'];Не найдено
['  73'];Не найдено
['  5 Санкт-Петербург'];Не найдено
['  73'];Не найдено
['  6 Санкт-Петербург'];Не найдено
['  73'];Не найдено
['  7 Санкт-Петербург'];Не найдено
['  73'];Не найдено
['  8 Санкт-Петербург'];Не найдено
['  77'];Не найдено
['  1 Санкт-Петербург'];Не найдено
['  77'];Не найдено
['  2 Санкт-Петербург'];Не найдено
['  77'];Не найдено
['  3 Санкт-Петербург'];Не найдено
['  77'];Не найдено
['  4 Санкт-Петербург'];Не найдено
['  77'];Не найдено
['  5 Санкт-Петербург'];Не найдено
['  77'];Не найдено
['  6 Санкт-Петербург'];Не найдено
['  77'];Не найдено
['  8 Санкт-Петербург'];Не найдено
['  Ленинградское Шоссе'];Не найдено
['  10'];Не найдено
['  6 Санкт-Петербург'];Не найдено
['  27 Санкт-Петербург'];Не найдено
['  28 Санкт-Петербург'];Не найдено
['  29 Санкт-Петербург'];Не найдено
['  30 Санкт-Петербург'];Не найдено
['  31 Санкт-Петербург'];Не найдено
['  33 Санкт-Петербург'];Не найдено
['  19'];Не найдено
['  2 Санкт-Петербург'];Не найдено
['  3'];Не найдено
['  2 Санкт-Петербург'];Не найдено
['  Ленинградское Шоссе'];Не найдено
['  10'];Не найдено
['  4 Санкт-Петербург'];Не найдено
['  Ленинградское Шоссе'];Не найдено
['  10'];Не найдено
['  3 Санкт-Петербург'];Не найдено
['  2 Санкт-Петербург'];Не найдено
['  2 Санкт-Петербург'];Не найдено
['  . Санкт-Петербург'];Не найдено
['  31'];Не найдено
['  2'];Не найдено
['  лит.А Санкт-Петербург'];Не найдено
['  5 Санкт-Петербург'];Не найдено
['  7'];Не найдено
['  а Санкт-Петербург'];Не найдено
['  9 Санкт-Петербург'];Не найдено
['  11 Санкт-Петербург'];Не найдено
['  1 Санкт-Петербург'];Не найдено
['  1 Санкт-Петербург'];Не найдено
['  22'];Не найдено
['  лит.А Санкт-Петербург'];Не найдено
['  6'];Не найдено
['  '];Не найдено
['  лит. А Санкт-Петербург'];Не найдено
['  уч.4а Санкт-Петербург'];Не найдено
['  уч.4а Санкт-Петербург'];Не найдено
['  Ленинградское Шоссе'];Не найдено
['  уч.2 Санкт-Петербург'];Не найдено
['  Ленинградское Шоссе'];Не найдено
['  уч.2 Санкт-Петербург'];Не найдено
['  Ленинградское Шоссе'];Не найдено
['  3 Санкт-Петербург'];Не найдено
['  Ленинградское Шоссе'];Не найдено
['  1 Санкт-Петербург'];Не найдено
['  Ленинградское Шоссе'];Не найдено
['  5 Санкт-Петербург'];Не найдено
['  Ленинградское Шоссе'];Не найдено
['  7 Санкт-Петербург'];Не найдено
['  Ленинградское Шоссе'];Не найдено
['  9 Санкт-Петербург'];Не найдено
['  Ленинградское Шоссе'];Не найдено
['  9 Санкт-Петербург'];Не найдено
['  Ленинградское Шоссе'];Не найдено
['  10'];Не найдено
['  а Санкт-Петербург'];Не найдено
['  Ленинградское Шоссе'];Не найдено
['  16 Санкт-Петербург'];Не найдено
['  Ленинградское Шоссе'];Не найдено
['  18 Санкт-Петербург'];Не найдено
['  Ленинградское Шоссе'];Не найдено
['  20 Санкт-Петербург'];Не найдено
['  10'];Не найдено
['  лит.А Санкт-Петербург'];Не найдено
['  Ленинградское Шоссе'];Не найдено
['  22 Санкт-Петербург'];Не найдено
['  69'];Не найдено
['  лит.А Санкт-Петербург'];Не найдено
['  10'];Не найдено
['  а Санкт-Петербург'];Не найдено
['  14'];Не найдено
['  1 Санкт-Петербург'];Не найдено
['  14'];Не найдено
['  2 Санкт-Петербург'];Не найдено
['  6'];Не найдено
['  лит.А Санкт-Петербург'];Не найдено
['  4'];Не найдено
['  участок Санкт-Петербург'];Не найдено
['  4'];Не найдено
['  участок Санкт-Петербург'];Не найдено
['  7'];Не найдено
['  1 Санкт-Петербург'];Не найдено
['  7'];Не найдено
['  2 Санкт-Петербург'];Не найдено
['  3 Санкт-Петербург'];Не найдено
['  11'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  31'];Не найдено
['  2'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  21'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  3'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  51'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  27'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  16'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  6'];Не найдено
['  б Санкт-Петербург'];Не найдено
['  Ленинградское Шоссе'];Не найдено
['  6'];Не найдено
['  лит.А Санкт-Петербург'];Не найдено
['  36'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  3'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  23 Санкт-Петербург'];Не найдено
['  15'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  4 Санкт-Петербург'];Не найдено
['  18'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  6'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  71'];Не найдено
['  5 Санкт-Петербург'];Не найдено
['  3'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  32'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  10'];Не найдено
['  а'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  30'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  12'];Не найдено
['  2'];Не найдено
['  В Санкт-Петербург'];Не найдено
['  20'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  20 Санкт-Петербург'];Не найдено
['  21'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  21'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  19 Санкт-Петербург'];Не найдено
['  67'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  73'];Не найдено
['  2 Санкт-Петербург'];Не найдено
['  7'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  4'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  9'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  24'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  4'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  14'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  30'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  23'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  7'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  34'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  5'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  23'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  16'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  12'];Не найдено
['  Б Санкт-Петербург'];Не найдено
['  1'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  2'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  19'];Не найдено
['  1 Санкт-Петербург'];Не найдено
['  24'];Не найдено
['  Б Санкт-Петербург'];Не найдено
['  24'];Не найдено
['  Б Санкт-Петербург'];Не найдено
['  3'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  2'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  6'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  15'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  20'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  Ленинградское Шоссе'];Не найдено
['  10'];Не найдено
['  1 Санкт-Петербург'];Не найдено
['  5'];Не найдено
['  Б Санкт-Петербург'];Не найдено
['  17'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  6'];Не найдено
['  Б'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  8'];Не найдено
['  А Санкт-Петербург'];Не найдено
['  77'];Не найдено
['  7 Санкт-Петербург'];Не найдено
['  13'];Не найдено
['  Б Санкт-Петербург'];Не найдено
['  122 Санкт-Петербург'];Не найдено
['  122 Санкт-Петербург'];Не найдено
['  3'];Не найдено
['  2'];Не найдено
['  А'];Не найдено
['МАССИВ Горы-1'];Не найдено
[nan];Не найдено
Санкт-Петербург, посёлок Лисий Нос, улица Морские Дубки, дом 28, литера А;89130
Санкт-Петербург, посёлок Лисий Нос, улица Морские Дубки, дом 31, литера А;127977
Санкт-Петербург, посёлок Лисий Нос, улица Морские Дубки, дом 33, литера А;34290
Санкт-Петербург, посёлок Лисий Нос, улица Морские Дубки, дом 37, литера А;77127
Санкт-Петербург, посёлок Лисий Нос, Пограничная улица, дом 32, литера А;110948
Санкт-Петербург, посёлок Песочный, Пограничная улица, дом 49, литера А;9395
Санкт-Петербург, посёлок Лисий Нос, Пограничная улица, дом 50, строение 1;220313
Санкт-Петербург, посёлок Песочный, Пограничная улица, дом 51, литера А;38747
Санкт-Петербург, посёлок Лисий Нос, Пограничная улица, дом 53, литера А;86457
Санкт-Петербург, посёлок Лисий Нос, Пограничная улица, дом 54, литера А;98498
Санкт-Петербург, посёлок Песочный, Пограничная улица, дом 59, литера А;25050
Санкт-Петербург, посёлок Песочный, Пограничная улица, дом 62, литера А;100539
Санкт-Петербург, посёлок Песочный, Пограничная улица, дом 64, литера А;75047
Санкт-Петербург, посёлок Лисий Нос, улица Морские Дубки, дом 37, литера А;77127
Санкт-Петербург, посёлок Лисий Нос, улица Морские Дубки, дом 38, литера А;55325
Санкт-Петербург, посёлок Лисий Нос, улица Морские Дубки, дом 39, литера А;99772
Санкт-Петербург, посёлок Лисий Нос, улица Морские Дубки, дом 41, литера А;93246
Санкт-Петербург, посёлок Лисий Нос, Пограничная улица, дом 38, литера А;36432
Санкт-Петербург, посёлок Лисий Нос, Пограничная улица, дом 50, строение 1;220313
Санкт-Петербург, посёлок Лисий Нос, Пограничная улица, дом 58, литера А;11308
Санкт-Петербург, посёлок Песочный, Пограничная улица, дом 59, литера А;25050
Санкт-Петербург, посёлок Песочный, Пограничная улица, дом 61, литера А;60111
Санкт-Петербург, посёлок Песочный, Пограничная улица, дом 62, литера А;100539
Санкт-Петербург, посёлок Лисий Нос, улица Морские Дубки, дом 29, литера А;30405
Санкт-Петербург, посёлок Лисий Нос, улица Морские Дубки, дом 43, литера А;98455
Санкт-Петербург, посёлок Песочный, Пограничная улица, дом 64, литера А;75047
Санкт-Петербург, посёлок Лисий Нос, улица Морские Дубки, дом 40, литера А;89492
Санкт-Петербург, посёлок Лисий Нос, Пограничная улица, дом 52, литера А;82110
